order_item_id,order_id,product_id,quantity,unit_price,item_total,customer_id,order_date,status,customer_name,city,state,signup_date,product_name,category,price,order_month,is_valid_sale
5329,7298,54,5,2595.19,12975.95,1283,2025-11-02 03:53:14,shipped,Emanuelly Ramos,Silveira,PR,2024-01-04,Almofada 666,Eletrônicos,2813.86,2025-11,True
5330,8799,234,1,919.88,919.88,2226,2024-11-29 07:57:03,pending,Maria Liz Lima,da Rosa,PA,2024-10-19,Coleira 982,Livros,979.94,2024-11,True
5331,2009,175,4,2525.91,10103.64,1357,2024-09-23 04:55:14,paid,Allana Abreu,Camargo do Sul,CE,2023-08-17,Webcam 187,Moda,2343.47,2024-09,True
5332,8009,81,2,508.18,1016.36,2961,2025-09-30 17:14:38,delivered,Sra. Emanuelly Novaes,Monteiro de da Cruz,PE,2025-07-19,Relógio 211,Pet,556.61,2025-09,True
5333,1406,194,2,2967.95,5935.9,1160,2025-07-18 10:49:12,delivered,Sr. Juan Lima,Sampaio da Prata,RJ,2024-02-01,Mouse 676,Moda,2731.71,2025-07,True
5334,3236,271,1,1923.5,1923.5,1980,2024-08-08 22:01:43,canceled,Nathan Mendes,da Costa,TO,2022-02-04,Bicicleta 710,Mercado,1841.55,2024-08,False
5335,3531,150,1,2791.56,2791.56,568,2025-04-18 13:44:41,delivered,Ana Julia Rocha,da Luz da Serra,AC,2024-07-25,Camiseta 604,Brinquedos,3087.97,2025-04,True
5336,1923,292,4,61.7,246.8,1880,2024-08-01 22:35:31,paid,Ana Beatriz Campos,Ferreira do Amparo,RN,2025-11-27,Panela 102,Beleza,59.43,2024-08,True
5337,1971,218,4,1213.03,4852.12,788,2025-06-12 03:21:51,delivered,Pietra Costela,Ramos,TO,2024-10-31,Livro 664,Pet,1233.91,2025-06,True
5338,6507,87,5,2817.35,14086.75,321,2025-10-24 19:08:16,shipped,Lorenzo Santos,Ferreira,PE,2024-09-23,Ração 320,Eletrônicos,2928.2,2025-10,True
5339,9457,280,4,1570.54,6282.16,191,2024-05-08 20:06:06,delivered,Maria Laura Novais,Borges das Flores,AC,2021-07-29,Notebook 526,Moda,1563.44,2024-05,True
5340,6444,246,2,3047.26,6094.52,1097,2024-02-25 22:33:59,paid,Brayan da Mota,Garcia,MG,2025-02-06,Monitor 842,Esporte,2832.08,2024-02,True
5341,2952,39,3,2337.32,7011.96,2328,2025-02-28 13:00:19,delivered,Mathias Sales,da Cruz de da Mota,RN,2022-12-30,Ração 416,Sem categoria,2336.29,2025-02,True
5342,2972,238,2,105.15,210.3,1385,2024-11-23 07:34:17,shipped,João Vitor Santos,Teixeira de Montenegro,PR,2024-09-17,Fone 838,Casa,103.71,2024-11,True
5343,9045,132,4,1315.39,5261.56,1918,2025-12-04 06:16:50,delivered,Srta. Ana Vitória Barbosa,Araújo de Cunha,AC,2023-04-12,Caderno 174,Livros,1316.96,2025-12,True
5344,7469,226,1,2562.58,2562.58,1841,2024-11-29 06:20:17,canceled,Benjamim Borges,Fernandes da Mata,CE,2023-12-07,Jaqueta 722,Esporte,2820.72,2024-11,False
5345,1508,201,3,3356.07,10068.21,704,2025-05-24 09:00:58,delivered,Melina Oliveira,Borges de Monteiro,PB,2025-03-05,Mochila 375,Informática,3141.15,2025-05,True
5346,5887,266,4,80.0,320.0,696,2024-01-24 20:23:04,paid,Davi Lucca Mendes,Camargo de Jesus,PB,2022-08-17,Relógio 295,Mercado,77.44,2024-01,True
5347,8795,73,3,2375.85,7127.55,3,2025-10-09 21:02:28,shipped,Igor Montenegro,Novais,DF,2023-05-05,Jaqueta 522,Mercado,2457.45,2025-10,True
5348,5169,89,2,174.17,348.34,74,2025-12-30 05:20:36,pending,Cauê Peixoto,Ferreira Alegre,PA,2023-04-19,Perfume 625,Brinquedos,185.59,2025-12,True
5349,425,258,5,1069.74,5348.7,30,2025-03-01 19:24:57,shipped,Mariana Cunha,Silva,MA,2022-04-29,Camiseta 599,Moda,1174.21,2025-03,True
5350,1150,97,2,3345.14,6690.28,173,2025-10-01 02:05:20,delivered,Carlos Eduardo Macedo,Sales,MA,2024-05-24,Suplemento 122,Moda,3490.11,2025-10,True
5351,5589,227,3,2972.18,8916.54,2423,2024-05-30 09:58:12,delivered,João Guilherme Machado,Duarte,PB,2024-12-18,Liquidificador 533,Esporte,3135.76,2024-05,True
5352,7837,66,1,108.08,108.08,2604,2025-08-11 07:08:42,delivered,Dra. Mirella da Paz,Pastor,BA,2024-10-13,Monitor 519,Eletrônicos,98.33,2025-08,True
5353,5156,34,5,3125.02,15625.1,2962,2024-05-02 11:19:58,canceled,Marcos Vinicius Silva,Moura,RS,2024-05-20,Liquidificador 623,Moda,3224.42,2024-05,False
5354,1085,96,5,2204.74,11023.7,2570,2024-01-18 14:58:38,shipped,Liam Machado,Souza do Amparo,MS,2024-09-19,Coleira 696,Sem categoria,2057.62,2024-01,True
5355,5460,58,1,844.59,844.59,475,2025-09-12 20:15:27,shipped,Marcela Melo,Macedo,SC,2025-01-10,Sabonete 283,Eletrônicos,792.8,2025-09,True
5356,9891,228,1,820.35,820.35,598,2024-01-24 16:39:52,pending,Sr. Cauã Monteiro,Farias,SC,2022-10-20,Almofada 570,Livros,893.22,2024-01,True
5357,7124,231,4,2417.62,9670.48,169,2025-07-31 07:04:47,delivered,Mirella Albuquerque,Jesus,RS,2022-10-21,Caderno 674,Livros,2270.99,2025-07,True
5358,9925,242,2,1935.73,3871.46,362,2024-03-16 21:00:57,delivered,Júlia Novais,Carvalho do Campo,RN,2025-08-23,Mochila 802,Beleza,1878.2,2024-03,True
5359,6410,60,3,2787.37,8362.11,595,2024-06-11 23:19:54,canceled,Maria Alice Câmara,Garcia,MA,2023-03-20,Bicicleta 892,Esporte,2959.29,2024-06,False
5360,3219,161,2,1846.36,3692.72,1987,2024-02-02 20:15:09,paid,Alexia Pacheco,Andrade dos Dourados,AL,2022-03-25,Tênis 813,Brinquedos,1946.08,2024-02,True
5361,2644,205,3,3118.47,9355.41,2607,2024-10-30 05:48:05,canceled,Luna Gonçalves,Duarte,RN,2021-11-14,Liquidificador 892,Informática,2892.99,2024-10,False
5362,3653,166,3,780.21,2340.63,2308,2024-11-01 16:09:30,delivered,Mirella Abreu,Sá das Pedras,RN,2024-12-02,Liquidificador 591,Pet,710.87,2024-11,True
5363,2865,126,1,199.92,199.92,2574,2024-12-24 04:32:26,delivered,Milena Cassiano,Sousa,SP,2024-05-17,Livro 192,Eletrônicos,210.75,2024-12,True
5364,5527,17,3,283.94,851.82,2731,2025-11-30 21:12:38,delivered,Júlia Mendonça,Brito,ES,2021-11-03,Jaqueta 760,Esporte,308.61,2025-11,True
5365,9761,207,1,3167.06,3167.06,1401,2024-05-20 00:54:44,canceled,Carolina Moreira,Cunha de Minas,PE,2024-11-30,Tênis 316,Informática,3198.31,2024-05,False
5366,9918,150,3,3136.96,9410.88,2084,2025-12-20 19:47:55,delivered,Thomas Silveira,Vargas do Campo,ES,2023-06-14,Camiseta 604,Brinquedos,3087.97,2025-12,True
5367,7357,293,4,2121.94,8487.76,2453,2025-08-13 15:52:03,pending,Sr. Brayan Pimenta,Moura,PA,2025-02-27,Teclado 955,Moda,2015.92,2025-08,True
5368,7866,22,1,2976.0,2976.0,2090,2025-02-28 16:47:56,paid,Cauê da Conceição,Casa Grande do Campo,DF,2023-12-09,Coleira 902,Eletrônicos,3144.23,2025-02,True
5369,2064,185,3,3409.76,10229.28,2401,2024-08-27 05:08:31,delivered,Cecilia Casa Grande,Castro de Teixeira,SE,2023-07-31,Notebook 180,Brinquedos,3459.16,2024-08,True
5370,674,283,1,2179.87,2179.87,2598,2024-10-08 21:45:18,paid,Gabriel Peixoto,da Rocha,SC,2023-09-11,Smartphone 530,Sem categoria,2320.9,2024-10,True
5371,3546,137,3,1334.46,4003.38,1890,2025-01-23 12:40:56,delivered,Sr. Matheus Lima,Nunes,MS,2025-02-09,Boneca 905,Sem categoria,1258.54,2025-01,True
5372,3162,157,4,2031.36,8125.44,2753,2025-08-26 13:10:45,paid,Gael Henrique Pereira,Azevedo,SP,2021-12-27,Boneca 446,Moda,2085.2,2025-08,True
5373,8448,242,2,1921.8,3843.6,1843,2024-08-11 13:00:34,pending,Pedro Henrique Fogaça,Albuquerque da Prata,SE,2025-09-09,Mochila 802,Beleza,1878.2,2024-08,True
5374,3855,224,4,3191.98,12767.92,1486,2024-07-06 10:01:11,delivered,Dra. Melina Cirino,Carvalho,SE,2024-09-27,Smartphone 585,Eletrônicos,3191.63,2024-07,True
5375,5111,154,3,93.18,279.54,1129,2024-09-14 12:33:46,delivered,João Gabriel Moreira,Jesus de da Costa,CE,2023-07-28,Almofada 401,Eletrônicos,84.97,2024-09,True
5376,1919,297,1,152.7,152.7,1269,2024-12-01 16:48:16,delivered,Maria Liz Câmara,Silva,RJ,2021-09-23,Mouse 995,Casa,152.46,2024-12,True
5377,3179,207,2,3473.92,6947.84,2585,2025-03-29 12:39:55,paid,Lucca Pires,Rodrigues das Pedras,RN,2022-08-01,Tênis 316,Informática,3198.31,2025-03,True
5378,3161,212,5,231.35,1156.75,1858,2025-05-04 19:40:56,delivered,João Vitor Leão,Câmara,NI,2025-06-01,Tênis 957,Beleza,215.83,2025-05,True
5379,6177,72,1,172.48,172.48,1369,2025-08-08 19:59:54,delivered,Luara Novaes,da Mata,RS,2023-10-17,Monitor 195,Esporte,167.99,2025-08,True
5380,9512,141,3,602.86,1808.58,2443,2024-12-24 01:37:55,canceled,Srta. Zoe Pacheco,Brito,SE,2022-09-02,Relógio 133,Pet,649.55,2024-12,False
5381,2297,76,1,2040.11,2040.11,1458,2024-01-05 13:49:05,delivered,Henry Souza,Teixeira,GO,2021-06-26,Shampoo 706,Moda,1993.86,2024-01,True
5382,2866,46,3,952.65,2857.95,1540,2025-08-30 17:05:59,delivered,Valentina Azevedo,Araújo de Freitas,PE,2025-08-05,Cafeteira 165,Mercado,1764.61,2025-08,True
5383,3482,229,3,1742.58,5227.74,1533,2025-03-21 07:45:28,delivered,Maria Luiza Teixeira,Duarte Verde,AC,2022-12-05,Bicicleta 793,Esporte,1829.42,2025-03,True
5384,7919,26,5,1270.64,6353.2,228,2025-02-06 19:13:19,paid,Caleb Souza,Garcia,PA,2024-08-03,Almofada 530,Pet,1288.46,2025-02,True
5385,9487,87,2,2670.37,5340.74,1083,2024-02-08 17:49:21,shipped,Ravi Guerra,da Rosa de Melo,SC,2021-10-08,Ração 320,Eletrônicos,2928.2,2024-02,True
5386,1945,258,1,1169.54,1169.54,1894,2024-01-21 18:03:26,paid,Henrique Ribeiro,Freitas Grande,SP,2024-11-10,Camiseta 599,Moda,1174.21,2024-01,True
5387,3532,71,5,3654.8,18274.0,330,2025-04-10 16:45:38,delivered,Cecília Dias,Siqueira da Praia,MG,2023-04-02,Jaqueta 603,Brinquedos,3364.73,2025-04,True
5388,8279,78,2,1446.27,2892.54,2623,2025-05-11 10:46:26,canceled,Vitor Gabriel Abreu,da Mata da Prata,MS,2023-10-05,Almofada 920,Livros,1384.44,2025-05,False
5389,43,21,3,1271.17,3813.51,2751,2024-12-20 08:19:55,canceled,Caleb Pinto,Oliveira,RS,2024-07-16,Caderno 865,Sem categoria,1380.25,2024-12,False
5390,8030,179,4,3359.41,13437.64,2530,2025-03-20 12:21:03,shipped,Levi Fogaça,Souza,BA,2024-09-10,Fone 686,Informática,3087.56,2025-03,True
5391,998,41,4,1722.17,6888.68,2172,2024-03-15 07:40:34,delivered,Theodoro Albuquerque,Andrade Paulista,RS,2022-08-24,Monitor 267,Eletrônicos,1745.0,2024-03,True
5392,3891,263,1,1369.54,1369.54,705,2025-10-18 02:43:09,delivered,Sr. Theo Souza,Caldeira,MG,2024-10-24,Coleira 513,Brinquedos,1510.15,2025-10,True
5393,505,159,1,3257.49,3257.49,328,2024-12-29 13:15:17,delivered,Nathan da Rosa,Barbosa de Sales,AL,2021-11-18,Coleira 721,Casa,3115.79,2024-12,True
5394,4426,168,1,432.76,432.76,2859,2025-04-09 03:20:30,shipped,Luiza da Cruz,Nascimento das Pedras,MA,2025-10-11,Teclado 964,Informática,417.55,2025-04,True
5395,3287,267,1,2196.98,2196.98,1746,2025-03-29 23:16:49,delivered,Bento Vieira,Sousa,TO,2021-06-28,Smartphone 331,Beleza,2431.93,2025-03,True
5396,3937,141,4,612.04,2448.16,2270,2025-09-29 17:59:40,canceled,Benício Alves,Oliveira,PB,2023-12-07,Relógio 133,Pet,649.55,2025-09,False
5397,8088,1,3,2656.46,7969.38,816,2025-06-12 20:48:27,pending,Thales Macedo,Costa,RO,2021-08-10,Coleira 843,Esporte,2452.55,2025-06,True
5398,1765,101,1,110.35,110.35,305,2025-12-13 06:01:47,paid,Rael Freitas,Macedo de Minas,RJ,2021-01-29,Bola 608,Brinquedos,117.75,2025-12,True
5399,5446,177,5,216.88,1084.4,2019,2025-07-02 10:41:19,shipped,Dr. Rhavi da Rosa,Almeida,AL,2021-12-07,Carrinho 666,Sem categoria,227.53,2025-07,True
5400,7766,67,5,2986.75,14933.75,2654,2025-10-27 05:20:25,delivered,Sabrina Rocha,Fonseca das Pedras,AP,2025-03-21,Boneca 751,Livros,2940.92,2025-10,True
5401,774,56,5,2949.34,14746.7,2251,2024-09-04 08:59:20,shipped,Giovanna Nascimento,Rocha,MG,2024-11-09,Bola 377,Livros,2893.6,2024-09,True
5402,4798,35,1,1092.56,1092.56,2671,2025-10-23 21:30:06,pending,Renan Gomes,Lima,RR,2022-09-17,Óculos 649,Casa,1153.72,2025-10,True
5403,5194,251,5,207.86,1039.3,2831,2025-06-23 00:29:08,pending,Nicole Pereira,Dias,TO,2024-03-05,Bicicleta 581,Moda,202.06,2025-06,True
5404,6040,66,5,88.85,444.25,242,2025-09-02 17:42:59,shipped,Pedro Henrique Pastor,Moura de Minas,MG,2022-06-01,Monitor 519,Eletrônicos,98.33,2025-09,True
5405,3343,155,4,1216.34,4865.36,2404,2025-07-14 21:34:55,canceled,Murilo Campos,Costela,PB,2022-08-14,Cafeteira 175,Moda,1764.61,2025-07,False
5406,448,13,1,2335.43,2335.43,1608,2024-02-25 10:42:25,delivered,Eloah Lima,Sales da Mata,PE,2023-09-18,Tênis 521,Casa,2162.02,2024-02,True
5407,223,216,1,1398.27,1398.27,1497,2025-04-01 11:07:38,delivered,Sra. Maria Flor Costela,Cirino do Sul,MS,2023-11-06,Mouse 347,Eletrônicos,1313.05,2025-04,True
5408,3551,43,4,1269.1,5076.4,2129,2024-12-31 05:20:06,delivered,Dr. Théo Souza,da Rosa,GO,2023-06-12,Mochila 270,Esporte,1310.96,2024-12,True
5409,4784,10,2,3561.64,7123.28,1362,2025-06-12 10:44:58,delivered,Pedro Henrique Pires,Borges,MA,2021-01-24,Luminária 756,Casa,3475.4,2025-06,True
5410,3205,154,3,82.66,247.98,452,2025-04-21 08:48:52,delivered,Antonella Silveira,Oliveira,PE,2023-07-08,Almofada 401,Eletrônicos,84.97,2025-04,True
5411,964,253,1,1656.28,1656.28,2778,2025-11-06 21:42:15,delivered,Dr. Luiz Felipe Pinto,da Paz da Praia,AL,2022-06-27,Teclado 299,Informática,1759.16,2025-11,True
5412,1910,299,3,2930.34,8791.02,765,2024-06-03 13:36:19,unknown,Bernardo Correia,Mendonça dos Dourados,MT,2022-07-27,Bola 197,Moda,2981.59,2024-06,False
5413,475,101,3,113.86,341.58,1423,2025-09-17 16:04:52,canceled,Maitê Viana,Melo Grande,SP,2023-12-22,Bola 608,Brinquedos,117.75,2025-09,False
5414,5635,113,4,2935.4,11741.6,2746,2024-10-11 11:16:51,delivered,Stella Peixoto,Andrade,MG,2023-12-08,Ração 130,Beleza,3136.74,2024-10,True
5415,9185,89,5,201.44,1007.2,1772,2025-02-27 02:49:08,delivered,Yago Campos,Aparecida,AM,2025-07-03,Perfume 625,Brinquedos,185.59,2025-02,True
5416,8840,288,1,2806.27,2806.27,647,2024-03-18 01:23:07,delivered,Ravi Lucca da Rosa,Pacheco do Campo,AC,2021-05-08,Tênis 304,Pet,2726.19,2024-03,True
5417,8118,154,1,93.37,93.37,2632,2024-03-18 21:00:41,delivered,Fernando Farias,Monteiro,SC,2025-11-13,Almofada 401,Eletrônicos,84.97,2024-03,True
5418,9034,136,3,2435.79,7307.37,1952,2025-11-06 13:58:12,pending,Vicente Sampaio,Pimenta do Campo,PA,2025-03-18,Livro 278,Livros,2479.53,2025-11,True
5419,1594,166,4,690.44,2761.76,2922,2025-09-12 15:45:31,delivered,Gustavo Henrique Costa,da Rocha,PB,2023-06-29,Liquidificador 591,Pet,710.87,2025-09,True
5420,2671,292,3,62.19,186.57,1720,2024-10-18 11:14:54,canceled,Sarah Silveira,Cardoso do Campo,AM,2024-02-16,Panela 102,Beleza,59.43,2024-10,False
5421,7381,17,3,329.8,989.4,1567,2025-03-04 08:26:41,shipped,Otto Alves,Fernandes,TO,2024-12-05,Jaqueta 760,Esporte,308.61,2025-03,True
5422,9270,52,2,160.55,321.1,2495,2024-08-13 19:33:25,paid,Dante Gonçalves,Borges,PI,2025-04-10,Almofada 350,Eletrônicos,175.25,2024-08,True
5423,1609,190,1,54.59,54.59,2261,2024-08-30 12:48:24,delivered,Luiza Montenegro,Câmara das Flores,PR,2021-03-09,Caderno 994,Informática,58.09,2024-08,True
5424,9489,121,1,2085.38,2085.38,336,2025-02-25 22:16:55,delivered,Natália da Costa,Pacheco,MS,2023-05-26,Camiseta 342,Casa,2079.93,2025-02,True
5425,6560,203,4,1836.94,7347.76,839,2024-08-18 09:27:39,canceled,Carolina Aragão,Mendes da Prata,AL,2025-04-04,Liquidificador 963,Esporte,1728.29,2024-08,False
5426,5903,226,2,2926.34,5852.68,1624,2024-12-08 04:17:25,delivered,Maria Liz Garcia,Fogaça,MT,2022-04-10,Jaqueta 722,Esporte,2820.72,2024-12,True
5427,5444,38,5,1748.85,8744.25,1843,2025-02-22 14:06:06,delivered,Pedro Henrique Fogaça,Albuquerque da Prata,SE,2025-09-09,Suplemento 218,Brinquedos,1595.0,2025-02,True
5428,702,194,3,2748.45,8245.35,1476,2025-12-24 12:02:32,pending,Maysa Teixeira,Pires,PB,2021-07-12,Mouse 676,Moda,2731.71,2025-12,True
5429,2366,97,5,3564.18,17820.9,180,2024-04-09 06:57:36,paid,Rafael da Rosa,Gomes,PR,2022-11-30,Suplemento 122,Moda,3490.11,2024-04,True
5430,8435,8,5,1003.57,5017.85,2664,2024-03-04 22:45:45,canceled,Leandro da Costa,da Rosa do Oeste,PI,2023-10-21,Teclado 205,Moda,1107.03,2024-03,False
5431,8845,74,3,300.1,900.3,2804,2024-07-05 23:40:48,delivered,Davi Luiz da Rocha,Rocha da Praia,RO,2022-08-04,Perfume 865,Informática,310.88,2024-07,True
5432,3276,248,5,1256.65,6283.25,2950,2025-10-24 01:48:58,canceled,Olivia Aparecida,Martins do Sul,AL,2023-05-15,Coleira 327,Moda,1253.16,2025-10,False
5433,7836,279,1,2662.4,2662.4,2560,2024-04-03 05:50:10,delivered,Thales Pereira,Melo,MA,2024-04-24,Notebook 769,Moda,2928.88,2024-04,True
5434,3378,110,1,1894.35,1894.35,2260,2025-10-06 13:40:06,delivered,Liam Vargas,Pires do Campo,RO,2023-08-16,Shampoo 591,Livros,1912.64,2025-10,True
5435,9041,79,5,1450.06,7250.3,981,2024-07-11 05:05:02,delivered,Otávio da Rocha,Sales,PE,2024-11-20,Luminária 425,Livros,1592.86,2024-07,True
5436,5012,210,5,1805.0,9025.0,1824,2024-08-04 20:12:23,shipped,Sra. Joana Melo,Teixeira dos Dourados,RS,2022-02-08,Teclado 826,Esporte,1781.18,2024-08,True
5437,1009,182,4,3237.12,12948.48,648,2025-09-02 02:37:57,pending,Maria Fernanda Novais,da Rosa do Campo,PR,2023-12-15,Caderno 793,Pet,3439.9,2025-09,True
5438,9032,130,1,91.74,91.74,2920,2025-02-08 22:02:22,paid,Antônio Rios,Correia da Serra,TO,2022-06-08,Óculos 160,Livros,91.37,2025-02,True
5439,368,97,5,3320.03,16600.15,2584,2025-02-05 13:42:30,delivered,Oliver Mendonça,das Neves,RS,2024-09-03,Suplemento 122,Moda,3490.11,2025-02,True
5440,1927,179,3,3205.73,9617.19,2011,2024-12-23 10:50:05,delivered,Vitor Oliveira,Moreira,RN,2025-07-12,Fone 686,Informática,3087.56,2024-12,True
5441,1178,8,5,1067.05,5335.25,1153,2024-10-16 17:29:18,delivered,Pietra Sampaio,Machado,PR,2023-05-20,Teclado 205,Moda,1107.03,2024-10,True
5442,6329,52,1,166.23,166.23,801,2024-07-11 11:33:26,delivered,Mariane da Conceição,Vieira de Vargas,MG,2023-01-16,Almofada 350,Eletrônicos,175.25,2024-07,True
5443,39,254,1,1134.65,1134.65,2283,2025-03-02 11:56:36,pending,Luísa Viana,Sampaio de da Luz,RJ,2024-04-03,Almofada 642,Brinquedos,1054.77,2025-03,True
5444,5863,142,3,2250.77,6752.31,1030,2024-06-26 17:16:55,delivered,Emanuel da Mota,Albuquerque,RN,2025-12-17,Panela 326,Pet,2244.17,2024-06,True
5445,2215,56,2,3023.08,6046.16,2696,2024-01-01 01:35:42,paid,Liam da Cruz,Cunha de Correia,RO,2023-06-25,Bola 377,Livros,2893.6,2024-01,True
5446,1697,129,1,634.25,634.25,1103,2025-03-06 08:42:41,canceled,Arthur Miguel Rios,da Mata Grande,RR,2022-03-14,Monitor 834,Livros,633.45,2025-03,False
5447,5331,299,2,2853.04,5706.08,1541,2025-02-23 21:53:57,paid,Enzo Gabriel Duarte,Gonçalves da Serra,AM,2025-06-24,Bola 197,Moda,2981.59,2025-02,True
5448,4080,163,5,181.47,907.35,15,2025-03-13 01:42:20,pending,Levi Guerra,Azevedo do Oeste,RJ,2022-12-24,Liquidificador 198,Beleza,187.98,2025-03,True
5449,5917,198,4,479.78,1919.12,2100,2025-05-28 11:14:48,shipped,Ana Carolina Porto,da Cruz,BA,2022-10-27,Camiseta 512,Esporte,516.33,2025-05,True
5450,1657,41,2,1665.28,3330.56,2481,2024-04-13 03:45:01,delivered,Kevin Gomes,Fogaça,PI,2025-02-10,Monitor 267,Eletrônicos,1745.0,2024-04,True
5451,1004,289,1,1272.98,1272.98,2745,2025-12-17 15:52:19,pending,Dr. Rhavi Castro,Câmara,RJ,2022-04-14,Luminária 306,Sem categoria,1262.36,2025-12,True
5452,2117,30,1,1036.14,1036.14,1913,2024-05-10 12:43:55,canceled,Natália Campos,Dias,BA,2021-11-26,Notebook 618,Brinquedos,1013.41,2024-05,False
5453,4191,171,1,2881.18,2881.18,2809,2024-06-30 00:50:48,paid,Larissa Carvalho,Martins,RN,2021-12-21,Shampoo 479,Casa,3100.94,2024-06,True
5454,1796,255,1,3686.11,3686.11,2969,2025-04-27 05:29:57,delivered,Maria Julia Castro,Sá da Praia,SP,2023-06-01,Notebook 240,Casa,3473.33,2025-04,True
5455,5045,50,5,2728.9,13644.5,2584,2025-08-04 08:31:28,canceled,Oliver Mendonça,das Neves,RS,2024-09-03,Mouse 790,Pet,2533.88,2025-08,False
5456,620,120,5,3232.82,16164.1,2673,2024-04-17 15:15:13,delivered,Aurora Melo,Nogueira de Minas,AP,2023-09-04,Shampoo 959,Livros,3470.52,2024-04,True
5457,2221,208,4,1905.56,7622.24,860,2025-06-18 07:57:01,paid,Maria Laura da Mata,Vasconcelos de Fonseca,SC,2024-10-05,Bola 877,Informática,1815.01,2025-06,True
5458,6358,40,4,54.78,219.12,254,2025-05-16 12:49:22,delivered,Sarah Cassiano,Machado,AM,2024-11-14,Fone 222,Casa,59.14,2025-05,True
5459,1443,289,1,1211.5,1211.5,2905,2025-03-11 15:05:09,delivered,Sra. Isis Sampaio,Pastor do Oeste,RS,2021-12-31,Luminária 306,Sem categoria,1262.36,2025-03,True
5460,2699,1,2,2245.07,4490.14,2592,2025-09-28 09:38:10,pending,Sr. Matheus Sá,Pinto,MT,2021-09-12,Coleira 843,Esporte,2452.55,2025-09,True
5461,376,113,1,3436.06,3436.06,2284,2025-12-24 18:50:30,delivered,Arthur Miguel Teixeira,Casa Grande,PE,2024-10-25,Ração 130,Beleza,3136.74,2025-12,True
5462,6252,215,3,2209.23,6627.69,652,2025-03-28 02:01:03,delivered,Apollo Rezende,da Rocha de da Luz,PA,2021-08-03,Bicicleta 506,Mercado,2229.4,2025-03,True
5463,6393,189,4,3075.74,12302.96,143,2024-12-30 16:54:19,shipped,Clarice da Mata,Barbosa,AL,2025-08-03,Shampoo 433,Mercado,3000.34,2024-12,True
5464,8985,126,2,197.55,395.1,2832,2025-02-23 15:07:36,delivered,Heloisa Machado,da Rosa do Norte,TO,2022-03-16,Livro 192,Eletrônicos,210.75,2025-02,True
5465,1630,199,3,1395.72,4187.16,533,2025-01-04 22:00:02,paid,Sofia da Paz,Lima das Flores,NI,2024-09-28,Ração 139,Brinquedos,1394.34,2025-01,True
5466,6441,124,2,3324.91,6649.82,298,2025-09-12 19:41:58,paid,Lorenzo Caldeira,Duarte,RO,2023-04-06,Carrinho 956,Beleza,3458.2,2025-09,True
5467,371,90,4,3676.92,14707.68,196,2024-11-05 10:44:59,paid,Bruna Carvalho,Andrade,MA,2023-01-10,Liquidificador 939,Esporte,3467.51,2024-11,True
5468,914,136,3,2560.1,7680.3,2434,2025-05-25 00:00:50,canceled,Dr. Miguel Carvalho,Caldeira da Mata,RN,2022-03-30,Livro 278,Livros,2479.53,2025-05,False
5469,9362,103,1,992.75,992.75,2576,2024-07-19 23:39:03,paid,Clarice Guerra,Albuquerque das Pedras,SE,2021-04-03,Suplemento 381,Casa,990.29,2024-07,True
5470,6017,176,1,3554.3,3554.3,2268,2024-09-26 05:18:20,delivered,Mathias Novaes,Castro,PB,2021-05-21,Óculos 523,Mercado,3397.91,2024-09,True
5471,1126,139,4,591.41,2365.64,1139,2024-06-01 00:24:16,pending,Sophie Camargo,da Costa,SC,2022-12-31,Liquidificador 230,Esporte,634.31,2024-06,True
5472,2497,279,3,2771.56,8314.68,1861,2025-03-06 10:12:54,delivered,Thiago da Paz,Ribeiro Paulista,MA,2023-02-18,Notebook 769,Moda,2928.88,2025-03,True
5473,1406,229,1,1826.43,1826.43,1160,2025-07-18 10:49:12,delivered,Sr. Juan Lima,Sampaio da Prata,RJ,2024-02-01,Bicicleta 793,Esporte,1829.42,2025-07,True
5474,7650,257,3,3014.68,9044.04,759,2024-02-21 20:22:18,delivered,Zoe Novaes,das Neves,DF,2025-11-19,Bicicleta 423,Casa,3020.44,2024-02,True
5475,6107,63,5,1779.76,8898.8,1098,2025-06-26 15:27:19,canceled,Sr. José Pedro da Luz,Macedo,AP,2023-07-06,Liquidificador 348,Pet,1631.78,2025-06,False
5476,5732,41,4,1890.31,7561.24,2923,2024-04-01 14:04:33,shipped,Rael Câmara,Andrade,AM,2023-06-18,Monitor 267,Eletrônicos,1745.0,2024-04,True
5477,1378,294,3,2736.53,8209.59,1817,2025-09-06 09:40:07,delivered,Srta. Helena Rodrigues,Vargas,RR,2021-03-23,Livro 192,Casa,2731.65,2025-09,True
5478,9041,174,3,523.94,1571.82,981,2024-07-11 05:05:02,delivered,Otávio da Rocha,Sales,PE,2024-11-20,Cafeteira 163,Pet,541.69,2024-07,True
5479,6031,183,2,1648.84,3297.68,2954,2025-11-18 18:31:17,delivered,Clarice da Mata,Duarte,MS,2023-10-14,Monitor 875,Moda,1579.9,2025-11,True
5480,5201,218,2,1173.69,2347.38,2347,2025-04-29 12:01:09,canceled,Dr. Dom da Luz,Pacheco,RO,2023-05-05,Livro 664,Pet,1233.91,2025-04,False
5481,3249,71,2,3092.88,6185.76,2144,2025-07-15 14:18:03,delivered,Srta. Maria Flor Cardoso,Castro,PE,2022-08-02,Jaqueta 603,Brinquedos,3364.73,2025-07,True
